Jobtitle,City,Date,Skills,Salary,Candidates,Copy
it business analys,Barcelona,2022-09-20,"['jira', 'agile']",no disponible,21,2022-10-02
analista programador tuxedo 100% remoto,Online,2022-09-19,"['tuxedo', 'middleware']",33000.0,11,2022-10-02
técnico/a sistemas devops (junior),Madrid,2022-09-19,"['devops', 'kubernetes']",no disponible,7,2022-10-02
fullstack develop,Online,2022-09-19,"['javascript', 'ruby on rails']",58500.0,18,2022-10-02
analista programador/a outsystems,Barcelona,2022-09-19,"['java', 'outsystems']",no disponible,3,2022-10-02
gerente de cpd /datac,Barcelona,2022-09-19,"['cpd', 'datacenter']",45000.0,10,2022-10-02
desarrollador/a fullstack,Valencia,2022-09-19,"['cplusplus', 'javascript', '.net', 'c#']",no disponible,6,2022-10-02
técnico informático,Barcelona,2022-09-15,"['maquetado', 'configuracion de equipos']",13500.0,36,2022-10-02
administrador de sistemas senio,Madrid,2022-09-15,"['hiper v', 'linux', 'windows', 'sql server', 'checkpoint', 'vmware', 'fortinet', 'mysql', 'cisco', '.net']",no disponible,16,2022-10-02
analista datos kafka + elastic + gola,Bizkaia,2022-09-14,"['golang', 'elastic', 'kafka']",no disponible,6,2022-10-02
programador .net  (h/m/d) teletrabajo,Valencia,2022-09-14,"['c#', 'agile', '.net']",30000.0,13,2022-10-02
consultor de implantaciã³n de softwa,Madrid,2022-09-12,"['j2ee', 'oracle']",no disponible,23,2022-10-02
frontend developer angula,Barcelona,2022-09-08,"['html', 'angularjs']",no disponible,11,2022-10-02
consultor/a técnico/a integració,Madrid,2022-09-08,"['java', 'sap', 'abap']",no disponible,0,2022-10-02
senior data analyst - 100% remo,Madrid,2022-09-08,"['python', 'r', 'data']",64000.0,6,2022-10-02
especialista ecommerc,Barcelona,2022-09-07,"['shopify', 'ecommerce']",no disponible,4,2022-10-02
senior data scientist - 100% remo,Madrid,2022-09-07,"['python', 'data', 'tensorflow']",64000.0,2,2022-10-02
programador/a full stack,Málaga,2022-09-06,"['php', 'angularjs']",no disponible,21,2022-10-02
senior frontend developer: barcelona,Barcelona,2022-09-05,"['reactjs', 'typescript', 'css', 'javascript', 'html']",no disponible,8,2022-10-02
ingeniero/a de cloud nativo y devops,Madrid,2022-09-05,"['kubernetes', 'docker', 'api', 'vmware', 'rest']",no disponible,4,2022-10-02
ingeniero oficina técnica,Castellón,2022-09-05,"['inventor', 'solidworks', 'autocad']",27000.0,6,2022-10-02
senior bi consultant (h/m),Bizkaia,2022-09-05,"['ssis', 'bi', 'power bi']",no disponible,2,2022-10-02
fullstack java,Barcelona,2022-09-05,"['java', 'spring']",no disponible,22,2022-10-02
qa tes,Navarra,2022-09-05,"['qa', 'testing']",no disponible,7,2022-10-02
prácticas: ingeniería rams,Madrid,2022-09-05,"['transporte inteligente', 'conduccion autonoma', 'aeronautica']",no disponible,10,2022-10-02
content and social media marketi,Girona,2022-08-31,"['marketing', 'social media']",no disponible,7,2022-10-02
administradores de sistemas appops,Madrid,2022-08-31,"['unix', 'linux', 'windows', 'sql', 'oracle']",45000.0,9,2022-10-02
prácticas: ingeniero/a ciberseguridad,Madrid,2022-08-31,"['ciberseguridad', 'linux']",no disponible,58,2022-10-02
soporte técnico n1 con inglés alto,Madrid,2022-08-30,"['soporte', 'microinformatica']",21000.0,32,2022-10-02
responsable senior de desarrollo,Madrid,2022-08-30,['fotovoltaica'],no disponible,1,2022-10-02
analista/desarrollador fullstack,Valladolid,2022-08-30,"['spring', 'angularjs']",30000.0,4,2022-10-02
qa automation con inglés,Córdoba,2022-08-29,"['protractor', 'javascript', 'nodejs', 'qa']",31500.0,6,2022-10-02
architect communications and network,Madrid,2022-08-25,"['lan', 'cisco', 'wan']",51000.0,11,2022-10-02
"arquitecto/a de seguridad (aws, azure)",Madrid,2022-08-25,"['aws', 'cloud']",42000.0,7,2022-10-02
c++ software engi,Barcelona,2022-08-25,"['python', 'cplusplus']",no disponible,1,2022-10-02
it service desk,Valencia,2022-08-24,"['zoom', 'google workspace']",25500.0,29,2022-10-02
desarrollador .net,Cádiz,2022-08-24,['.net'],no disponible,5,2022-10-02
it process mana,Barcelona,2022-08-18,['agile'],no disponible,4,2022-10-02
desarrollador/a javascrip,Valencia,2022-08-18,['javascript'],no disponible,10,2022-10-02
operador sistemas windows (mcp),Asturias,2022-08-17,"['sccm', 'windows', 'active directory', 'exchange 2019', 'mcp']",19500.0,40,2022-10-02
junior software developer + formaciă³,Valencia,2022-08-17,"['reactjs', 'scrum', 'nodejs', 'angularjs', 'java', 'safe', '.net']",no disponible,657,2022-10-02
técnico superior en asir o simila,Madrid,2022-08-17,"['backup', 'ubiquiti', 'windows', 'teletrabajo', 'nube', 'helpdesk', 'hyper v', '365', 'azure', 'synology', 'vpn']",16.200000000000003,90,2022-10-02
técnico informático con experiencia,Madrid,2022-08-17,"['windows', 'windows server', 'dhcp', 'office', 'adobe.', 'vpn', 'dns']",23.400000000000002,61,2022-10-02
técnico/a de soporte helpdesk,Girona,2022-08-17,"['helpdesk', 'office', 'windows']",no disponible,31,2022-10-02
ingeniero it (h/m),Zaragoza,2022-08-17,"['outlook o365', 'firewall']",no disponible,2,2022-10-02
desarrollador .net,Valencia,2022-08-16,"['c#', 'agile', '.net']",37500.0,14,2022-10-02
head of roc (h/m),Bizkaia,2022-08-10,"['cmms', 'scada']",no disponible,1,2022-10-02
project manager (it - ecommerce),Barcelona,2022-08-10,"['seo', 'sem', 'ecommerce']",no disponible,17,2022-10-02
ingeniero/a de software crítico,Madrid,2022-08-10,"['python', 'c', 'matlab']",no disponible,13,2022-10-02
técnico de sistemas y redes,Bizkaia,2022-08-10,"['citrix', 'vmware', 'azure', 'aws']",no disponible,20,2022-10-02
ingeniero de datos,Madrid,2022-08-10,"['python', 'nosql', 'sql', 'scala', 'etl']",34500.0,10,2022-10-02
product marketing mana,Madrid,2022-08-10,['marketing'],no disponible,11,2022-10-02
it product specialist microsoft 365,Barcelona,2022-08-09,"['microsoft 365', 'o365']",no disponible,6,2022-10-02
creative & content lead,Barcelona,2022-08-03,['seo'],no disponible,2,2022-10-02
qa tes,Bizkaia,2022-08-03,"['cucumber', 'cypress', 'qa', 'selenium']",no disponible,6,2022-10-02
project mana,Madrid,2022-08-03,"['rup', 'scrum', 'kanban']",no disponible,5,2022-10-02
project manager/ scrum mas,Madrid,2022-08-03,['scrum'],no disponible,22,2022-10-02
especialista en marketing y publicidad,Madrid,2022-08-03,"['social ads', 'meta ads', 'redes sociales', 'google analytics', 'facebook', 'google ads']",no disponible,41,2022-10-02
qa devops,Madrid,2022-08-03,"['aws', 'qa']",49500.0,17,2022-10-02
abap developer mid,Barcelona,2022-08-03,"['abap', 'sap']",no disponible,3,2022-10-02
desarrollador/a .net - remoto,Navarra,2022-08-03,['.net'],no disponible,5,2022-10-02
data architec,Barcelona,2022-08-03,"['sql', 'data', 'snowflake']",66000.0,7,2022-10-02
.net core develop,Madrid,2022-08-03,['.net'],39000.0,6,2022-10-02
salesforce marketing suppo,Bizkaia,2022-08-02,"['salesforce', 'salesforce marketing']",no disponible,12,2022-10-02
successfactors project mana,Madrid,2022-08-02,['sap'],60000.0,12,2022-10-02
programador erp,Huelva,2022-07-27,"['navision', 'sage', 'sap']",no disponible,7,2022-10-02
jefe de proyectos para sge,Madrid,2022-07-27,['jefe proyecto'],no disponible,25,2022-10-02
ingeniero software inst. espaciales,Madrid,2022-07-20,"['cplusplus', 'tdd']",no disponible,1,2022-10-02
programador sap b1,Málaga,2022-07-20,['sap'],31500.0,10,2022-10-02
ingeniero/a de i+d químico/materiales,La Rioja,2022-07-20,['i+d'],no disponible,4,2022-10-02
técnico de ciberseguridad,Álava,2022-07-06,"['ciberseguridad', 'siem', 'linux', 'windows', 'mdm']",no disponible,15,2022-10-02
desarrollador fullstack,Madrid,2022-07-06,"['java', 'javascript']",40500.0,6,2022-10-02
it product specialis,Barcelona,2022-07-06,['microsoft 365'],no disponible,1,2022-10-02
digital video platform engi,Barcelona,2022-07-06,"['video', 'digital video']",no disponible,11,2022-10-02
java develop,Barcelona,2022-07-06,"['java', 'mysql']",no disponible,5,2022-10-02
full stack (nodejs),Barcelona,2022-07-06,"['javascript', 'nodejs']",no disponible,14,2022-10-02
tã©cnico especialista monitorizaciã³,Madrid,2022-07-06,"['monitorizacion', 'linux', 'windows']",no disponible,21,2022-10-02
desarrollador/a nodejs - valencia,Valencia,2022-07-06,['nodejs'],no disponible,3,2022-10-02
qa automatio,Madrid,2022-07-06,"['java', 'selenium']",no disponible,3,2022-10-02
auditor it,Madrid,2022-07-05,"['it', 'auditoria']",34500.0,19,2022-10-02
java develop,Barcelona,2022-07-05,"['java', 'aws']",no disponible,1,2022-10-02
ingeniero/a devops,Valladolid,2022-06-29,"['sonarqube', 'jenkins', 'kubernetes']",no disponible,2,2022-10-02
it business analys,Madrid,2022-06-15,"['analyst', 'it']",37500.0,19,2022-10-02
arquitecto salesforce (100% remoto),Madrid,2022-04-20,['salesforce'],no disponible,10,2022-10-02
ingeniero/a rams,Madrid,2022-04-12,"['fta', 'fmeca', 'hazard analysis']",no disponible,2,2022-10-02
desarrollador software 3d (h/m/d),Valencia,2022-01-31,"['opengl', 'vulkan', 'unity', 'directx', 'unreal']",31500.0,39,2022-10-02
ingeniero/a virtualización vmwa,Madrid,2022-01-25,"['vmware', 'hpe simplivity']",no disponible,12,2022-10-02
dba oracle - inglés alto,Madrid,2021-09-20,"['rac', 'rman', 'oracle', 'linux']",no disponible,28,2022-10-02
senior java developer - remote worki,Sevilla,2021-09-15,"['kubernetes', 'microservicios', 'docker', 'java', 'spring']",no disponible,53,2022-10-02
senior php develop,Alicante,2021-09-15,['php'],no disponible,18,2022-10-02
"técnico/a sistemas was, tomcat + scrip",Madrid,2021-09-14,"['tomcat', 'was']",no disponible,17,2022-10-02
técnico it,Madrid,2022-09-30,"['microsof 365', 'redes']",no disponible,99,2022-10-09
ingeniero/a admi. sistemas (linux/win),Barcelona,2022-10-01,"['shell scripting', 'linux', 'windows', 'terraform']",28500.0,1,2022-10-09
ingeniero de datos python/pyspark,Online,2022-10-09,['python'],no disponible,14,2022-10-09
ap natural adabas remoto,Online,2022-10-09,"['natural', 'adabas', 'jcl']",25500.0,12,2022-10-09
técnico microinformático,Madrid,2022-10-09,"['task sequence', 'windows', 'pxe', 'ms365', 'windows 10', 'office 365', 'o365']",no disponible,16,2022-10-09
analista programador sharepoint,Barcelona,2022-10-09,"['sharepoint', 'c#', '.net']",33000.0,3,2022-10-09
read team project mana,Madrid,2022-10-09,"['nmap', 'burp', 'nessus']",no disponible,3,2022-10-09
consultor cloud (100% en remoto),Badajoz,2022-10-09,"['aws', 'datacenter', 'cloud', 'azure']",no disponible,5,2022-10-09
arquitecto frontend,Madrid,2022-10-09,"['reactjs', 'javascript', 'html5']",49500.0,1,2022-10-09
arquitecto vmware aws remoto,Online,2022-10-09,"['aws', 'vmware', 'terraform']",51000.0,4,2022-10-09
programador/a banksphere ( teletrabajo),Madrid,2022-10-09,"['banca', 'desarrollo', 'banksphere']",31500.0,1,2022-10-09
técnico instalador red móvil 4g/5g,Gipuzkoa,2022-10-09,"['telco', 'bts', 'huawei', 'integracion equipos ericsson', 'nokia', 'rru', 'bbu']",no disponible,3,2022-10-09
operador unix,Málaga,2022-10-09,['unix'],19500.0,4,2022-10-09
técnico microinformático+inglés,Madrid,2022-10-09,"['software', 'red', 'hardware']",no disponible,3,2022-10-09
desarrollador chatbots,Online,2022-10-08,"['machine learning', 'chatbots']",no disponible,7,2022-10-09
administrador middlewa,Madrid,2022-10-08,"['apache', 'linux', 'jboss', 'ticketing', 'tomcat', 'was', 'middleware', 'weblogic']",no disponible,5,2022-10-09
ingeniero/a networking con inglés,Madrid,2022-10-08,"['networking', 'cisco']",31500.0,5,2022-10-09
analistas testing,Valencia,2022-10-08,['testing'],27000.0,3,2022-10-09
angular develop,Online,2022-10-07,"['reactjs', 'angularjs']",no disponible,7,2022-10-09
administrador de sistemas cloud,Las Palmas De Gran Canaria,2022-09-30,"['linux', 'cloud', 'kubernetes']",30000.0,33,2022-10-09
programador/a java (100% remoto),Almería,2022-10-07,"['jboss', 'java', 'hibernate', 'mysql', 'spring']",no disponible,9,2022-10-09
tã©cnico de sistemas - temporal,Online,2022-10-07,"['apache', 'tomcat', 'angularjs', 'scripting', 'jenkins']",27000.0,12,2022-10-09
administradores servidores aplicaciones,Madrid,2022-10-07,"['jboss', 'linux red hat', 'solaris', 'isam', 'aix', 'webseal', 'phython']",24000.0,5,2022-10-09
jefe proyecto adm.instalaciones mes,Madrid,2022-10-07,"['sistemas', 'jefe proyecto']",no disponible,2,2022-10-09
java develop,Online,2022-10-07,"['microservicios', 'api', 'java', 'sprinboot', 'spring']",no disponible,7,2022-10-09
senior developers node.js - reac,Online,2022-10-07,"['javascript', 'reactjs', 'typescript', 'nodejs']",no disponible,3,2022-10-09
front end developers (react) 100% remoto,Online,2022-10-07,"['figma', 'javascript', 'hook', 'reactjs']",33000.0,52,2022-10-09
desarrollador/a .net (diseăąo web),Madrid,2022-10-07,"['tfs', 'sql', 'vs', 'diseno', 'web', '.net']",28500.0,11,2022-10-09
programmer java/php,Online,2022-10-07,"['php', 'java', 'python', 'ruby']",no disponible,4,2022-10-09
arquitecto/a cloud,Madrid,2022-10-07,['cloud'],43500.0,2,2022-10-09
administrador de sistema,Online,2022-10-07,"['sistema', 'elasticstack']",no disponible,2,2022-10-09
analista programador share poi,Online,2022-10-07,"['share point', '.net', 'powershall']",no disponible,2,2022-10-09
analista funcional de pruebas remoto,Online,2022-10-07,"['testlink', 'banca', 'jenkins']",28500.0,22,2022-10-09
consultor/a microsoft power apps,Online,2022-10-07,"['linux', 'devops', 'java', 'maven', 'powerapps', 'github']",no disponible,0,2022-10-09
tã©cnico de sistemas,Online,2022-10-07,['linux'],no disponible,67,2022-10-09
it analista de datos junior remoto,Online,2022-10-07,"['pl/sql', 'excel', 'oracle', 'power bi', 'vba']",no disponible,17,2022-10-09
desarrollador back pytho,Online,2022-09-30,['python'],28500.0,80,2022-10-09
administrador/a teradata ( inglés ),Madrid,2022-10-07,"['sharepoint', 'teradata', 'power center', 'peoplesoft', 'sas']",43500.0,0,2022-10-09
programador/a java,Madrid,2022-10-07,"['java', 'eclipse', 'alm', 'git']",22500.0,0,2022-10-09
analista de ciberseguridad pci-dss,Madrid,2022-10-07,['ciberseguridad'],no disponible,3,2022-10-09
programador/a big data,Online,2022-10-07,"['aws', 'spark', 'scala', 'data', 'hadoop']",no disponible,4,2022-10-09
programador/a java & react.js,Online,2022-10-07,"['java', 'reactjs', 'html5', 'css']",28500.0,3,2022-10-09
administrador/a oracle weblogic,Madrid,2022-10-07,"['weblogic', 'solaris', 'oracle']",39000.0,1,2022-10-09
gestor de incidencias técnicas junio,Madrid,2022-10-07,"['telecomunicaciones', 'helpdesk', 'informatica']",13500.0,17,2022-10-09
perfil fenergo/c# (remoto/teletrabajo),Online,2022-10-01,"['javascript', 'c#']",no disponible,9,2022-10-09
analista sharepoi,Online,2022-10-07,['sharepoint'],no disponible,0,2022-10-09
administrador linux/openshift (remoto),Online,2022-10-07,['linux'],31500.0,8,2022-10-09
administrador/a de backup,Madrid,2022-10-07,"['veritas', 'avamar', 'cloud', 'onprem']",no disponible,0,2022-10-09
help desk/microinformática(presencial),Barcelona,2022-10-07,"['tiketing', 'windows']",15000.0,8,2022-10-09
it project leader banca teletrabajo,Online,2022-09-30,"['banca', 'it', 'tarjetas', 'riesgos']",42000.0,54,2022-10-09
arquitecto de sistemas - virtualizació,Online,2022-09-30,"['gcp', 'aws', 'backup', 'terraform', 'mongodb', 'networking', 'azure']",54000.0,16,2022-10-09
network engi,Madrid,2022-10-07,"['soporte', 'jenkins', 'jira', 'git']",31500.0,0,2022-10-09
consultor/a senior s/4,Madrid,2022-10-07,"['sap', 's4']",no disponible,0,2022-10-09
ingeniero/a de infraestructuras,Online,2022-10-07,"['aws', 'linux', 'google cloud platform', 'jboss', 'nas', 'docker', 'shell scripting', 'azure', 'ibm cloud']",40500.0,4,2022-10-09
it service desk 24*7 - portugués c1/c2,Online,2022-10-07,['service desk'],13500.0,4,2022-10-09
it service desk 24*7 - francés c1/c2,Online,2022-09-30,"['helpdesk', 'service desk']",15000.0,2,2022-10-09
it service desk 24*7 - alemán c1/c2,Online,2022-10-07,"['it', 'service desk']",17000.0,0,2022-10-09
"analista seguridad (paloalto, fortinet)",Online,2022-09-30,"['paloalto', 'seguridad', 'fortinet']",36000.0,44,2022-10-09
operador/a (sql & unix) - remoto,Online,2022-10-07,"['sql', 'unix', 'oracle', 'siebel']",16500.0,8,2022-10-09
systems coordinato,Barcelona,2022-10-02,"['erp', 'crm', 'lms', 'azure', 'dynamics', 'moodle', 'emailing']",27000.0,5,2022-10-09
responsable de comunicaciã³n y marketi,Barcelona,2022-10-07,"['marketing', 'comunicacion', 'seo', 'rss', 'inbound', 'ux']",33000.0,135,2022-10-09
técnico instalador 4g/5g (red móvil),Valencia,2022-09-30,"['telco', 'integracion', 'telecomunicaciones', '5g', 'antenas', 'isdp', 'mbb', 'rru', 'bbu', '4g']",no disponible,18,2022-10-09
desarrollador qliksens,Online,2022-09-30,"['domo', 'qlik nprinting', 'tableau', 'qlik sense']",no disponible,8,2022-10-09
desarrollo y procedimientos de pruebas,Online,2022-09-30,"['aws', 'cypress', 'java', 'junit', 'javascript']",no disponible,10,2022-10-09
programador cobol/cics/db2,Madrid,2022-10-07,"['cobol', 'cics', 'db2']",no disponible,20,2022-10-09
it technical lead java remoto,Online,2022-09-30,"['scrum', 'api', 'java', 'maven', 'jenkins', 'spring']",no disponible,18,2022-10-09
data engineer (comisión europea),Barcelona,2022-09-29,"['sql server', 'data', 'sap', 't sql', 'power bi']",37500.0,10,2022-10-09
técnico/a micro,Madrid,2022-10-07,"['active directory', 'software. office', 'hardware', 'sistemas operativos']",no disponible,12,2022-10-09
backend developer - node.js,Online,2022-09-29,"['javascript', 'nodejs', 'typescript', 'mongodb']",no disponible,63,2022-10-09
técnico/a informático en lis,Barcelona,2022-10-07,"['css', 'mirth', 'html', 'lis']",no disponible,17,2022-10-09
sql server develop,Barcelona,2022-09-30,['sql server'],no disponible,25,2022-10-09
qa automatizaciã³n de pruebas,Online,2022-10-07,"['calidad', 'qa', 'testing']",28500.0,222,2022-10-09
qa manual/auto visado de trabajo españa,Zaragoza,2022-09-30,"['testrail', 'testlink', 'postman', 'quality assurance', 'testing', 'selenium', 'testeo unitario']",39000.0,22,2022-10-09
programador java sql teletrabajo 100%,Online,2022-09-29,"['j2ee', 'jsp', 'sql', 'java', 'css', 'javascript', 'html']",no disponible,29,2022-10-09
